trade_date,ts_code,name,industry,area,pe,float_share,total_share,total_assets,liquid_assets,fixed_assets,reserved,reserved_pershare,eps,bvps,pb,list_date,undp,per_undp,rev_yoy,profit_yoy,gpr,npr,holder_num
20230530,300750.SZ,宁德时代,电气设备,福建,25.18,38.83,43.96,6402.04,3894.46,966.11,1084.94,24.68,2.23,42.74,5.26,20180611,700.47,15.93,82.91,557.97,21.27,11.32,206031
20230530,300751.SZ,迈为股份,专用机械,江苏,50.45,1.90,2.78,171.21,151.22,4.76,42.68,15.32,0.79,24.00,6.67,20181109,23.03,8.27,38.64,22.80,34.03,17.70,22589
20230530,300752.SZ,隆利科技,元器件,深圳,0.00,1.33,2.08,14.78,8.40,3.93,6.92,3.33,-0.06,3.65,4.71,20181130,-1.59,-0.77,-50.55,29.92,6.44,-8.45,12600
20230530,300753.SZ,爱朋医疗,医疗保健,江苏,591.09,0.74,1.26,8.26,4.01,1.31,3.30,2.62,0.01,5.45,4.18,20181213,1.89,1.50,29.22,111.06,61.03,1.33,9800
20230530,300755.SZ,华致酒行,其他商业,云南,25.37,4.16,4.17,80.40,74.93,2.44,8.57,2.06,0.24,8.98,2.75,20190129,22.92,5.50,5.32,-59.35,10.27,2.79,18963
20230530,300756.SZ,金马游乐,旅游服务,广东,23.09,0.92,1.42,18.57,12.82,2.13,4.04,2.85,0.20,7.77,2.34,20181228,5.14,3.63,50.48,862.48,41.83,17.41,7659
20230530,300757.SZ,罗博特科,专用机械,江苏,391.99,1.04,1.11,22.01,14.60,2.89,5.40,4.89,0.04,7.92,7.58,20190108,1.96,1.77,30.51,44.70,20.24,1.56,7196
20230530,300758.SZ,七彩化学,染料涂料,辽宁,0.00,3.16,4.10,29.95,11.87,9.52,8.18,1.99,-0.04,3.84,2.61,20190222,3.71,0.90,-18.45,-160.06,21.55,-4.70,22442
20230530,300759.SZ,康龙化成,化学制药,北京,39.42,9.47,11.91,210.48,65.59,58.59,53.20,4.47,0.30,9.05,5.09,20190128,45.01,3.78,29.53,39.81,35.79,12.85,63326
20230530,300760.SZ,迈瑞医疗,医疗保健,深圳,36.26,12.12,12.12,485.59,323.01,44.31,76.04,6.27,2.13,28.58,10.76,20181016,263.32,21.72,20.47,22.14,66.40,30.75,63099
20230530,300761.SZ,立华股份,农业综合,江苏,0.00,6.04,8.28,137.46,48.46,58.07,27.35,3.30,-0.47,9.72,1.99,20190218,45.88,5.54,25.83,-120.15,-4.80,-11.46,11031
20230530,300762.SZ,上海瀚讯,通信设备,上海,0.00,6.28,6.29,35.16,29.60,0.90,12.88,2.05,-0.01,4.28,2.77,20190314,6.85,1.09,342.86,59.28,61.97,-10.73,24049
20230530,300763.SZ,锦浪科技,电气设备,浙江,31.07,3.02,3.97,196.06,83.37,90.12,48.72,12.28,0.85,18.84,5.39,20190319,20.11,5.07,50.09,97.27,36.69,19.60,44717
20230530,300765.SZ,新诺威,食品,河北,21.39,9.83,11.71,51.81,38.04,9.66,15.95,1.36,0.15,3.93,3.38,20190322,21.38,1.83,26.43,47.33,46.30,26.60,19546
20230530,300766.SZ,每日互动,互联网,浙江,1078.33,3.64,4.00,21.16,11.68,0.27,8.00,2.00,0.00,4.22,4.23,20190325,5.46,1.36,-32.94,-89.98,68.45,2.45,30028
20230530,300767.SZ,震安科技,橡胶,云南,412.98,2.09,2.47,25.54,17.87,5.75,6.06,2.45,0.02,6.22,4.37,20190329,6.07,2.46,-44.29,-87.50,37.37,3.31,11576
20230530,300768.SZ,迪普科技,软件服务,浙江,87.36,3.87,6.44,37.14,33.41,2.29,14.59,2.27,0.05,5.01,3.54,20190412,10.94,1.70,8.14,-28.12,69.70,14.12,13744
20230530,300769.SZ,德方纳米,化工原料,深圳,0.00,1.56,1.75,271.06,157.42,39.56,55.05,31.54,-4.14,46.86,3.72,20190415,27.21,15.59,46.56,-194.17,0.01,-18.36,29306
20230530,300770.SZ,新媒股份,影视音像,广东,14.35,2.31,2.31,48.18,43.87,1.24,12.58,5.44,0.74,15.75,2.69,20190419,21.22,9.18,-8.15,-0.63,52.75,47.76,28486
20230530,300771.SZ,智莱科技,IT设备,深圳,0.00,1.65,2.40,23.04,19.02,2.37,6.92,2.88,-0.04,8.35,1.29,20190422,9.69,4.04,-76.34,-121.73,21.23,-12.82,20311
20230530,300772.SZ,运达股份,电气设备,浙江,31.60,6.88,7.02,275.90,191.11,25.18,24.19,3.45,0.10,7.04,1.89,20190426,16.85,2.40,2.00,-34.05,16.67,2.13,46266
20230530,300773.SZ,拉卡拉,软件服务,北京,13.39,7.57,8.00,115.12,74.42,14.88,20.02,2.50,0.33,4.51,3.83,20190425,9.90,1.24,-3.69,1.31,30.89,16.94,61365
20230530,300774.SZ,倍杰特,环境保护,北京,24.23,1.24,4.09,24.64,16.50,0.93,5.12,1.25,0.11,3.51,3.17,20210804,4.45,1.09,24.03,26.31,35.87,23.48,19693
20230530,300775.SZ,三角防务,航空,陕西,21.41,4.81,5.49,73.76,60.65,7.41,24.71,4.50,0.40,8.68,3.92,20190521,16.54,3.01,53.94,54.21,47.52,33.14,36493
20230530,300776.SZ,帝尔激光,专用机械,湖北,46.68,1.04,1.71,50.16,45.34,3.38,8.72,5.11,0.55,15.39,6.65,20190517,15.00,8.79,11.91,0.54,47.05,26.90,27509
20230530,300777.SZ,中简科技,化纤,江苏,35.04,4.04,4.40,45.52,27.55,12.03,21.17,4.82,0.34,9.19,5.15,20190516,13.33,3.03,19.58,63.68,79.42,71.84,30734
20230530,300778.SZ,新城市,建筑工程,深圳,67.84,1.53,1.54,18.41,16.37,1.39,5.46,3.54,0.08,7.25,2.99,20190510,3.56,2.31,2.27,-45.84,35.36,13.95,14213
20230530,300779.SZ,惠城环保,环境保护,山东,39.43,0.95,1.08,28.11,7.61,15.40,4.99,4.63,0.35,7.61,6.95,20190522,1.75,1.62,369.61,759.08,36.40,16.25,6327
20230530,300780.SZ,德恩精工,机械基件,四川,67.39,0.86,1.47,22.05,8.97,7.91,5.75,3.92,0.05,8.35,1.65,20190531,4.30,2.93,-32.47,-71.89,31.99,7.17,14463
20230530,300781.SZ,因赛集团,广告包装,广东,59.87,0.81,1.10,9.57,5.36,0.94,3.43,3.12,0.11,6.21,4.08,20190606,2.18,1.98,-36.05,-5.95,57.25,19.11,9435
20230530,300782.SZ,卓胜微,半导体,江苏,102.11,4.22,5.34,98.11,37.27,20.59,35.29,6.61,0.22,16.46,5.42,20190618,44.51,8.34,-46.50,-74.64,48.83,16.31,68665
20230530,300783.SZ,三只松鼠,食品,安徽,11.11,2.81,4.01,38.30,26.29,5.26,4.80,1.20,0.48,6.34,3.35,20190712,15.27,3.81,-38.48,18.73,28.27,10.09,38520
20230530,300785.SZ,值得买,互联网,北京,0.00,0.76,1.33,22.09,14.45,4.03,11.13,8.37,-0.01,13.61,3.33,20190715,5.22,3.92,1.19,96.84,49.42,0.23,15265
20230530,300786.SZ,国林科技,环境保护,山东,537.43,1.37,1.84,16.74,8.80,6.33,6.31,3.43,0.01,6.80,2.58,20190723,3.90,2.12,4.62,-64.48,35.80,1.97,12735
20230530,300787.SZ,海能实业,元器件,江西,171.67,1.44,2.29,28.18,15.55,9.33,4.56,2.00,0.03,6.84,2.87,20190815,9.41,4.12,-26.82,-88.76,24.89,1.73,14695
20230530,300788.SZ,中信出版,出版业,北京,41.02,1.90,1.90,32.55,27.56,0.12,7.51,3.95,0.22,11.06,3.28,20190705,10.53,5.54,3.69,2.57,35.73,9.71,11288
20230530,300789.SZ,唐源电气,软件服务,四川,97.19,0.58,0.84,12.95,11.44,1.22,3.74,4.45,0.07,10.80,2.47,20190828,4.07,4.84,28.05,37.19,43.86,8.15,6693
20230530,300790.SZ,宇瞳光学,元器件,广东,126.80,2.46,3.38,43.73,18.41,16.34,9.32,2.76,0.03,5.38,2.85,20190920,6.31,1.87,-4.60,-76.17,19.96,2.34,13973
20230530,300791.SZ,仙乐健康,医疗保健,广东,49.12,1.53,1.80,46.69,16.90,13.22,10.48,5.80,0.16,13.60,2.35,20190925,12.91,7.15,66.69,100.84,27.67,2.67,7436
20230530,300792.SZ,壹网壹创,互联网,浙江,41.99,2.02,2.39,30.76,19.25,4.52,14.57,6.11,0.18,11.63,2.58,20190927,10.37,4.35,4.60,-17.86,34.30,15.31,27243
20230530,300793.SZ,佳禾智能,IT设备,广东,61.95,3.30,3.38,36.88,24.25,5.86,16.02,4.74,0.10,7.30,3.23,20191018,4.71,1.39,5.83,65.22,17.52,6.72,22371
20230530,300795.SZ,米奥会展,文教休闲,浙江,1285.61,0.58,1.01,7.23,5.90,0.17,3.26,3.23,0.01,4.47,12.21,20191022,-0.03,-0.03,129.76,106.14,58.19,-0.99,4046
20230530,300796.SZ,贝斯美,农药化肥,浙江,21.78,3.61,3.61,20.68,9.09,3.55,9.84,2.72,0.14,4.59,2.60,20191115,4.35,1.21,21.76,60.07,42.16,23.40,8991
20230530,300797.SZ,钢研纳克,电器仪表,北京,112.01,2.48,2.56,16.05,8.69,2.51,3.42,1.34,0.04,3.75,4.60,20191101,3.73,1.46,21.67,-33.81,42.92,2.00,12906
20230530,300798.SZ,锦鸡股份,染料涂料,江苏,152.77,3.18,4.18,23.06,13.56,1.95,2.42,0.58,0.01,3.00,2.33,20191122,5.78,1.38,-16.94,-42.86,10.38,2.30,10998
20230530,300799.SZ,*ST左江,软件服务,北京,0.00,0.68,1.02,7.34,4.95,1.61,4.03,3.95,-0.30,6.05,44.07,20191029,0.81,0.79,92.53,-15.70,84.89,-217.27,5372
20230530,300800.SZ,力合科技,环境保护,湖南,73.21,1.68,2.38,23.46,19.68,1.88,8.31,3.49,0.05,8.63,1.62,20191106,9.77,4.10,2.19,-68.48,38.01,8.65,12009
20230530,300801.SZ,泰和科技,化工原料,山东,29.90,1.35,2.17,28.80,14.76,4.64,10.15,4.67,0.15,11.12,1.59,20191128,11.25,5.17,-28.50,-74.25,17.90,6.21,15032
20230530,300802.SZ,矩子科技,专用机械,上海,65.81,1.91,2.60,13.96,11.11,1.11,4.53,1.74,0.09,4.76,4.91,20191114,5.27,2.03,-4.49,1.95,35.83,17.07,15379
20230530,300803.SZ,指南针,软件服务,北京,85.55,4.02,4.07,55.22,36.45,3.92,3.48,0.86,0.14,4.34,11.10,20191118,9.07,2.23,-48.96,-78.49,90.36,18.03,30986
20230530,300805.SZ,电声股份,广告包装,广东,189.49,2.74,4.23,21.26,17.98,0.51,5.07,1.20,0.01,3.52,2.45,20191121,4.71,1.11,-1.99,187.14,10.73,0.73,16606
20230530,300806.SZ,斯迪克,塑料,江苏,108.86,1.71,3.24,67.08,19.92,20.01,9.14,2.82,0.06,6.73,4.03,20191125,8.80,2.71,0.97,13.77,24.97,4.18,9723
20230530,300807.SZ,天迈科技,软件服务,河南,0.00,0.49,0.68,7.13,4.48,1.95,3.62,5.34,-0.23,8.56,2.97,20191219,1.23,1.81,-49.83,5.94,49.33,-81.73,9342
20230530,300808.SZ,久量股份,家用电器,广东,0.00,0.85,1.60,13.58,5.06,4.58,5.50,3.44,-0.03,6.55,2.21,20191129,2.97,1.86,-15.12,-57.30,15.35,-4.73,10021
20230530,300809.SZ,华辰装备,机床制造,江苏,89.68,1.18,2.52,20.91,17.18,1.64,8.29,3.29,0.06,5.88,3.62,20191204,3.39,1.35,19.25,-37.02,32.74,15.87,24696
20230530,300810.SZ,中科海讯,船舶,北京,0.00,1.14,1.18,11.54,9.66,0.51,6.33,5.36,-0.04,8.67,2.62,20191206,2.39,2.03,32.60,-307.24,40.23,-11.55,15282
20230530,300811.SZ,铂科新材,矿物制品,深圳,43.60,0.86,1.10,22.88,12.40,5.47,8.62,7.84,0.60,15.45,6.74,20191230,6.77,6.16,43.53,103.20,40.88,22.58,8968
20230530,300812.SZ,易天股份,专用机械,深圳,0.00,0.79,1.40,15.24,12.39,2.13,3.83,2.74,-0.03,6.16,3.50,20200109,2.98,2.13,-3.28,-124.34,28.12,-3.42,19462
20230530,300813.SZ,泰林生物,医疗保健,浙江,45.66,0.58,1.08,9.23,7.52,1.03,2.17,2.00,0.16,6.18,4.80,20200114,2.72,2.51,10.36,26.21,52.22,22.26,12781
20230530,300814.SZ,中富电路,元器件,深圳,75.43,0.51,1.76,17.76,10.67,4.04,5.94,3.38,0.08,6.49,3.85,20210812,3.49,1.99,-16.20,-28.74,14.82,4.65,15726
20230530,300815.SZ,玉禾田,环境保护,安徽,11.48,3.23,3.32,60.96,38.79,8.68,7.74,2.33,0.42,10.38,1.86,20200123,22.68,6.83,11.21,8.54,23.28,11.11,19424
20230530,300816.SZ,艾可蓝,环境保护,安徽,65.75,0.47,0.80,20.20,15.77,1.86,3.62,4.52,0.11,10.06,2.72,20200210,3.23,4.03,7.06,-35.75,14.94,3.34,9180
20230530,300817.SZ,双飞股份,机械基件,浙江,51.37,1.32,1.46,12.96,6.07,4.14,3.18,2.18,0.08,6.89,2.34,20200218,4.70,3.23,-6.76,-31.82,25.34,6.01,10547
20230530,300818.SZ,耐普矿机,专用机械,江西,0.00,0.62,1.05,20.39,11.08,7.23,2.93,2.79,-0.19,10.72,2.13,20200212,6.43,6.12,-24.64,-121.70,35.51,-7.66,8614
20230530,300819.SZ,聚杰微纤,纺织,江苏,65.01,1.35,1.49,10.75,4.67,4.67,4.58,3.07,0.05,5.50,2.47,20200312,1.84,1.23,11.62,4.48,21.18,4.64,10462
20230530,300820.SZ,英杰电气,电气设备,四川,68.22,0.70,1.44,30.38,28.32,1.10,4.73,3.29,0.38,10.90,9.63,20200213,8.81,6.13,15.24,2.33,41.30,23.74,11775
20230530,300821.SZ,东岳硅材,化工原料,山东,0.00,12.00,12.00,67.15,27.82,31.67,21.07,1.76,-0.06,4.31,2.19,20200312,14.37,1.20,4.05,-128.71,2.64,-4.95,76700
20230530,300822.SZ,贝仕达克,元器件,深圳,65.80,2.22,2.40,15.62,9.10,4.38,5.80,2.42,0.05,5.19,2.50,20200313,4.44,1.85,-12.56,-33.10,19.95,4.89,11935
20230530,300823.SZ,建科机械,专用机械,天津,33.60,0.94,0.94,12.45,8.35,2.22,3.93,4.20,0.14,10.45,1.82,20200319,4.28,4.57,0.77,6.60,37.50,13.18,9322
20230530,300824.SZ,北鼎股份,家用电器,深圳,47.24,1.45,3.26,10.36,8.80,0.52,1.60,0.49,0.05,2.25,4.52,20200619,2.07,0.64,-6.63,7.04,51.70,10.33,15178
20230530,300825.SZ,阿尔特,汽车服务,北京,57.48,4.79,5.01,32.36,18.40,2.36,13.57,2.71,0.05,4.77,2.54,20200327,5.85,1.17,12.50,1.89,36.66,10.93,21107
20230530,300826.SZ,测绘股份,建筑工程,江苏,49.76,1.39,1.46,24.94,20.33,1.25,5.93,4.07,0.07,7.49,1.91,20200403,3.08,2.12,-2.47,-2.65,39.74,11.27,10791
20230530,300827.SZ,上能电气,电气设备,江苏,81.17,1.78,2.46,47.61,42.75,2.66,3.24,1.32,0.15,4.32,11.14,20200410,4.24,1.72,184.39,126.59,19.14,5.89,30579
20230530,300828.SZ,锐新科技,机械基件,天津,32.28,1.23,1.66,9.83,6.58,2.69,2.88,1.74,0.11,5.16,2.75,20200421,3.43,2.06,6.46,-16.68,20.93,10.46,12857
20230530,300829.SZ,金丹科技,食品,河南,61.13,1.17,1.81,28.45,8.83,11.86,6.05,3.35,0.09,8.54,2.47,20200422,6.73,3.73,-14.12,-64.01,15.27,4.01,18064
20230530,300830.SZ,金现代,软件服务,山东,0.00,3.10,4.30,12.98,9.74,0.64,2.51,0.58,-0.04,2.77,3.40,20200506,4.33,1.01,1.86,3.57,40.58,-31.92,26425
20230530,300831.SZ,派瑞股份,半导体,陕西,774.78,1.84,3.20,9.16,7.63,0.69,1.93,0.60,0.00,2.67,5.08,20200507,3.04,0.95,-50.80,-88.47,45.89,8.81,29873
20230530,300832.SZ,新产业,医疗保健,深圳,33.21,7.80,7.86,72.58,52.43,7.29,13.48,1.72,0.45,8.59,6.98,20200512,42.29,5.38,17.91,15.10,68.68,40.54,14807
20230530,300833.SZ,浩洋股份,专用机械,广东,22.64,0.54,0.84,25.38,21.01,0.79,11.34,13.44,1.18,26.64,4.02,20200520,9.85,11.68,42.47,62.65,51.65,30.29,3642
20230530,300834.SZ,星辉环材,化工原料,广东,57.58,0.61,1.94,32.33,9.61,8.57,25.70,13.27,0.10,15.54,1.54,20220113,1.57,0.81,-26.73,-60.62,4.38,6.16,32242
20230530,300835.SZ,龙磁科技,矿物制品,安徽,57.35,0.82,1.20,19.09,9.19,6.39,2.48,2.07,0.13,8.45,3.46,20200525,6.26,5.21,15.60,-45.17,27.19,8.35,14403
20230530,300836.SZ,佰奥智能,专用机械,江苏,105.93,0.43,0.64,8.90,6.88,0.25,3.52,5.50,0.06,8.52,3.15,20200528,1.12,1.75,39.57,-4.71,28.25,5.90,6732
20230530,300837.SZ,浙矿股份,专用机械,浙江,19.16,0.33,1.00,19.39,13.98,2.84,3.86,3.86,0.54,12.81,3.21,20200605,7.44,7.44,22.72,15.10,42.69,26.28,5870
20230530,300838.SZ,浙江力诺,机械基件,浙江,23.94,0.53,1.36,13.84,9.74,3.40,3.57,2.62,0.19,6.94,2.60,20200608,4.01,2.94,37.10,42.57,26.25,11.22,11146
20230530,300839.SZ,博汇股份,石油加工,浙江,15.81,1.11,2.45,21.72,10.65,8.43,3.61,1.47,0.22,4.24,3.27,20200630,4.50,1.83,-34.06,164.93,23.56,12.96,9575
20230530,300840.SZ,酷特智能,服饰,山东,23.61,1.54,2.40,16.20,9.02,3.04,4.06,1.69,0.12,4.63,2.48,20200708,4.24,1.77,20.09,61.65,41.57,17.13,19609
20230530,300841.SZ,康华生物,生物制药,四川,25.49,0.92,1.35,37.50,21.76,4.76,11.84,8.79,0.79,23.63,3.37,20200616,19.18,14.25,4.27,-22.24,93.54,37.82,17836
20230530,300842.SZ,帝科股份,电气设备,江苏,22.38,0.70,1.00,41.69,38.07,0.92,5.30,5.29,0.86,10.06,7.66,20200618,3.45,3.44,121.72,370.75,11.31,5.48,17509
20230530,300843.SZ,胜蓝股份,元器件,广东,40.75,0.48,1.50,18.98,12.45,2.69,4.01,2.68,0.13,6.85,3.02,20200702,4.36,2.91,-10.80,-18.83,22.19,6.73,10951
20230530,300844.SZ,山水比德,建筑工程,广东,0.00,0.17,0.65,10.17,8.53,0.41,7.01,10.85,-0.14,12.96,2.21,20210813,0.50,0.77,20.85,85.64,23.98,-14.47,8112
20230530,300845.SZ,捷安高科,软件服务,河南,0.00,0.66,1.11,9.38,7.27,0.12,4.02,3.63,-0.06,6.95,3.06,20200703,2.26,2.04,294.07,36.20,55.45,-27.63,11050
20230530,300846.SZ,首都在线,软件服务,北京,0.00,3.21,4.67,21.28,7.74,8.32,6.83,1.46,-0.12,2.46,6.70,20200701,-0.38,-0.08,-11.78,-257.47,5.64,-21.03,51956
20230530,300847.SZ,中船汉光,化工原料,河北,76.05,1.51,2.96,14.15,8.89,3.54,3.34,1.13,0.07,4.32,5.20,20200709,6.10,2.06,-10.52,-20.51,18.56,8.96,21284
20230530,300848.SZ,美瑞新材,化工原料,山东,73.44,0.69,2.00,21.88,12.77,1.76,3.05,1.53,0.12,4.99,6.97,20200720,4.36,2.18,-18.78,4.68,18.15,7.45,7860
20230530,300849.SZ,锦盛新材,塑料,浙江,0.00,0.89,1.50,7.90,3.42,2.55,3.24,2.16,-0.05,4.26,2.66,20200710,1.41,0.94,-23.86,-413.90,7.07,-13.66,8049
20230530,300850.SZ,新强联,机械基件,河南,70.75,1.99,3.30,95.62,50.56,16.37,18.57,5.63,0.13,11.36,3.35,20200713,14.15,4.29,-21.41,-54.63,27.01,9.61,41569
20230530,300851.SZ,交大思诺,运输设备,北京,0.00,0.35,0.87,13.34,10.22,1.73,6.65,7.65,-0.00,14.22,2.04,20200717,4.41,5.07,-23.40,96.66,75.04,-1.38,12074
20230530,300852.SZ,四会富仕,元器件,广东,23.58,0.36,1.02,16.59,9.82,4.83,5.48,5.38,0.46,12.55,3.48,20200713,5.78,5.67,22.64,35.70,29.00,14.95,13025
20230530,300853.SZ,申昊科技,专用机械,浙江,21.32,0.93,1.47,22.25,16.80,2.25,5.54,3.77,0.39,8.54,3.87,20200724,4.90,3.33,149.54,4093.67,58.93,27.56,9843
20230530,300854.SZ,中兰环保,环境保护,深圳,623.71,0.46,0.99,14.96,10.73,1.49,4.66,4.70,0.01,9.72,1.65,20210916,3.59,3.63,6.17,107.40,21.71,0.69,8278
20230530,300855.SZ,图南股份,小金属,江苏,42.68,1.70,3.04,20.08,12.55,3.85,5.43,1.79,0.28,5.22,8.99,20200723,6.51,2.14,56.10,106.69,37.22,25.23,10300
20230530,300856.SZ,科思股份,日用化工,江苏,20.34,0.59,1.69,24.78,14.26,6.57,8.23,4.86,0.95,12.44,6.19,20200722,10.75,6.35,42.33,176.13,49.04,27.26,11000
20230530,300857.SZ,协创数据,IT设备,深圳,39.46,1.42,2.44,36.34,30.59,3.52,13.19,5.41,0.22,8.94,3.33,20200727,5.93,2.43,17.55,55.31,13.10,5.64,20547
20230530,300858.SZ,科拓生物,食品,北京,56.62,0.54,1.76,17.79,12.88,1.94,11.97,6.82,0.11,9.77,2.65,20200727,3.04,1.73,-16.17,-14.48,52.53,27.79,13268
20230530,300859.SZ,*ST西域,旅游服务,新疆,0.00,0.96,1.55,6.28,1.95,2.04,2.97,1.92,-0.08,3.86,6.25,20200806,1.11,0.72,121.54,26.04,-47.13,-116.76,18983
20230530,300860.SZ,锋尚文化,文教休闲,北京,0.00,0.42,1.37,38.35,35.30,0.59,23.33,16.99,-0.02,23.15,2.64,20200824,6.84,4.98,-88.04,-103.77,19.91,-24.12,10007
20230530,300861.SZ,美畅股份,矿物制品,陕西,13.91,2.42,4.80,69.68,55.92,9.12,17.69,3.69,0.79,11.39,3.86,20200824,30.16,6.28,49.30,33.25,51.91,38.32,19108
20230530,300862.SZ,蓝盾光电,电器仪表,安徽,111.17,0.86,1.32,26.30,17.42,1.67,11.39,8.64,0.06,14.99,1.80,20200824,6.23,4.73,-4.31,-47.63,29.13,8.31,14478
20230530,300863.SZ,卡倍亿,汽车配件,浙江,37.90,0.33,0.89,23.17,16.19,5.11,5.64,6.36,0.41,12.27,5.08,20200824,4.51,5.09,20.29,30.84,11.40,4.94,8868
20230530,300864.SZ,南大环境,环境保护,江苏,19.08,0.39,1.55,15.25,14.30,0.42,6.81,4.39,0.30,7.88,2.89,20200824,3.40,2.19,10.58,27.98,37.10,29.40,10639
20230530,300865.SZ,大宏立,专用机械,四川,158.85,0.27,0.96,12.42,9.49,0.90,4.93,5.16,0.03,9.50,2.24,20200824,2.69,2.81,-27.90,-66.60,28.83,3.39,9071
20230530,300866.SZ,安克创新,元器件,湖南,24.58,1.51,4.06,106.77,75.39,1.00,30.03,7.39,0.75,17.56,4.21,20200824,35.51,8.74,17.47,53.80,41.54,9.19,23450
20230530,300867.SZ,圣元环保,环境保护,福建,29.92,1.53,2.72,83.01,14.85,5.16,14.13,5.20,0.15,12.53,1.45,20200824,16.40,6.04,-22.16,-43.36,35.56,10.60,25523
20230530,300868.SZ,杰美特,元器件,深圳,0.00,0.61,1.28,20.13,15.72,1.02,13.33,10.41,-0.07,12.63,1.43,20200824,1.70,1.33,-50.10,-3.16,25.19,-10.38,15209
20230530,300869.SZ,康泰医学,医疗保健,河北,15.12,1.65,4.02,36.87,29.43,2.73,3.45,0.86,0.42,5.15,4.97,20200824,11.62,2.89,101.21,131.97,64.12,46.12,43477
20230530,300870.SZ,欧陆通,电气设备,深圳,1031.03,0.39,1.02,33.57,19.27,11.10,10.70,10.52,0.02,16.05,4.36,20200824,4.89,4.81,-16.36,105.88,19.48,0.25,8711
20230530,300871.SZ,回盛生物,农业综合,湖北,47.48,0.83,1.66,30.24,13.69,11.61,8.77,5.28,0.09,8.61,1.97,20200824,3.91,2.36,12.03,634.03,24.18,6.45,11202
20230530,300872.SZ,天阳科技,软件服务,西藏,57.76,2.56,4.04,40.99,36.89,1.11,13.67,3.38,0.07,5.88,2.71,20200824,5.61,1.39,8.08,316.72,29.25,5.73,32203
20230530,300873.SZ,海晨股份,仓储物流,江苏,20.77,1.07,2.31,38.08,25.18,4.03,13.11,5.68,0.26,11.70,1.82,20200824,11.56,5.01,24.82,-34.81,23.39,13.82,8911
20230530,300875.SZ,捷强装备,专用机械,天津,373.90,0.46,1.00,16.74,9.75,2.24,9.82,9.84,0.02,13.36,2.77,20200824,2.21,2.22,240.11,135.53,45.22,-1.22,14897
20230530,300876.SZ,蒙泰高新,化纤,广东,66.03,0.28,0.96,12.27,6.66,0.48,4.55,4.74,0.10,8.73,2.93,20200824,2.49,2.60,-14.88,-38.82,18.30,11.34,8020
20230530,300877.SZ,金春股份,纺织,安徽,139.30,0.57,1.20,18.61,11.03,5.84,9.56,7.97,0.03,13.19,1.28,20200824,4.46,3.72,1.31,136.34,7.25,1.82,12672
20230530,300878.SZ,维康药业,中成药,浙江,31.77,0.40,1.45,20.18,9.70,5.37,6.81,4.70,0.19,9.85,2.45,20200824,5.39,3.72,6.50,20.10,45.75,14.31,12215
20230530,300879.SZ,大叶股份,农用机械,浙江,41.13,0.55,1.60,27.06,14.92,7.80,4.57,2.85,0.10,6.06,2.77,20200901,3.12,1.95,-46.60,-73.04,22.01,3.82,14522
20230530,300880.SZ,迦南智能,电器仪表,浙江,59.09,0.85,1.93,12.02,9.06,2.40,2.50,1.30,0.10,4.50,5.26,20200901,3.77,1.95,8.28,21.16,32.30,15.07,23298
20230530,300881.SZ,盛德鑫泰,钢加工,江苏,47.57,0.29,1.10,16.17,12.76,0.59,4.42,4.02,0.18,7.81,4.46,20200901,2.83,2.57,15.47,53.71,15.01,6.60,6282
20230530,300882.SZ,万胜智能,电器仪表,浙江,41.31,0.58,2.04,13.30,9.21,2.72,3.17,1.55,0.18,4.86,6.22,20200910,4.17,2.04,93.37,384.51,32.15,18.00,13093
20230530,300883.SZ,龙利得,造纸,安徽,99.96,2.37,3.46,21.17,11.15,4.81,5.61,1.62,0.01,4.15,1.48,20200910,5.06,1.46,-10.34,-52.14,17.32,3.69,21636
20230530,300884.SZ,狄耐克,IT设备,福建,64.00,1.45,2.52,18.11,15.42,1.60,6.08,2.41,0.06,5.36,2.61,20201112,4.37,1.73,-4.78,14.60,44.24,10.04,17702
20230530,300885.SZ,海昌新材,机械基件,江苏,96.11,0.91,2.51,8.42,6.51,1.10,2.24,0.89,0.02,3.17,2.96,20200910,2.82,1.13,-42.18,-71.88,27.95,12.78,12473
20230530,300886.SZ,华业香料,化工原料,安徽,260.82,0.33,0.75,6.01,3.07,1.48,2.27,3.04,0.02,7.27,3.24,20200916,2.04,2.74,16.73,-75.72,20.33,2.55,6451
20230530,300887.SZ,谱尼测试,电器仪表,北京,289.83,1.02,2.87,44.69,26.22,10.94,18.39,6.40,0.03,12.39,3.01,20200916,13.86,4.82,-1.50,68.08,40.67,1.77,8571
20230530,300888.SZ,稳健医疗,医疗保健,深圳,16.60,1.36,4.26,180.30,117.00,23.74,45.57,10.68,0.89,28.39,2.07,20200917,72.03,16.89,1.28,5.56,50.97,16.49,28105
20230530,300889.SZ,爱克股份,电气设备,深圳,0.00,0.89,1.56,26.80,18.13,3.70,9.88,6.34,-0.11,10.09,1.47,20200916,3.80,2.44,21.70,-77.75,27.39,-10.65,15949
20230530,300890.SZ,翔丰华,电气设备,深圳,19.22,0.86,1.08,44.29,28.99,9.23,10.19,9.45,0.51,15.57,2.51,20200917,5.51,5.11,23.68,49.43,21.51,9.74,18937
20230530,300891.SZ,惠云钛业,化工原料,广东,2100.06,2.31,4.00,24.90,12.74,6.25,3.81,0.95,0.00,3.19,3.06,20200917,4.41,1.10,15.09,-98.40,5.51,0.11,28381
