trade_date,ts_code,name,industry,area,pe,float_share,total_share,total_assets,liquid_assets,fixed_assets,reserved,reserved_pershare,eps,bvps,pb,list_date,undp,per_undp,rev_yoy,profit_yoy,gpr,npr,holder_num
20230530,002454.SZ,松芝股份,汽车配件,上海,25.84,6.26,6.29,71.70,50.12,12.64,7.42,1.18,0.08,6.04,1.28,20100720,21.22,3.38,21.13,134.00,20.29,5.06,44443
20230530,002455.SZ,百川股份,化工原料,江苏,0.00,4.98,5.93,110.06,35.66,31.29,8.23,1.39,-0.08,3.54,2.23,20100803,5.97,1.01,-21.94,-176.34,1.16,-7.01,99143
20230530,002456.SZ,欧菲光,元器件,深圳,0.00,32.39,32.58,171.20,92.34,39.08,65.14,2.00,-0.11,0.89,5.55,20100803,-72.23,-2.22,-41.30,-92.19,2.38,-15.86,253763
20230530,002457.SZ,青龙管业,塑料,宁夏,0.00,3.35,3.35,40.26,29.68,4.46,8.38,2.50,-0.01,6.90,1.29,20100803,9.81,2.93,-32.54,11.96,27.72,-1.11,45055
20230530,002458.SZ,益生股份,农业综合,山东,10.83,6.76,9.93,59.80,9.68,33.43,5.23,0.53,0.32,3.08,4.45,20100810,12.51,1.26,185.27,208.96,46.20,36.02,49458
20230530,002459.SZ,晶澳科技,电气设备,河北,11.72,32.82,33.00,740.87,377.34,225.12,140.33,4.25,0.78,9.13,4.02,20100810,133.78,4.05,66.23,244.45,19.11,13.12,69472
20230530,002460.SZ,赣锋锂业,小金属,江西,13.06,12.08,20.17,809.33,304.99,49.40,124.38,6.17,1.19,22.91,2.71,20100810,304.63,15.10,75.91,-32.01,37.33,22.93,329988
20230530,002461.SZ,珠江啤酒,啤酒,广东,55.85,22.13,22.13,142.62,91.84,26.25,45.05,2.04,0.04,4.38,2.00,20100818,27.31,1.23,18.75,22.15,40.79,8.87,43194
20230530,002462.SZ,嘉事堂,医药商业,北京,16.09,2.91,2.92,168.96,153.52,4.31,12.91,4.43,0.23,14.21,1.05,20100818,23.36,8.01,4.57,-14.08,6.96,1.44,31492
20230530,002463.SZ,沪电股份,元器件,江苏,45.16,19.04,19.05,134.20,72.93,27.80,4.73,0.25,0.11,4.54,4.18,20100818,54.01,2.84,-2.57,-19.74,25.73,10.72,111940
20230530,002465.SZ,海格通信,通信设备,广东,135.91,22.53,23.04,152.70,94.51,14.05,39.25,1.70,0.02,4.64,2.15,20100831,29.21,1.27,10.26,-19.06,32.05,4.11,111221
20230530,002466.SZ,天齐锂业,小金属,四川,6.18,14.75,16.41,750.58,279.99,79.14,233.04,14.20,2.97,32.28,2.27,20100831,279.13,17.01,117.77,46.49,89.80,73.84,331088
20230530,002467.SZ,二六三,互联网,北京,89.42,13.58,13.86,27.96,12.28,1.02,3.72,0.27,0.01,1.65,3.11,20100908,4.27,0.31,-5.18,-44.72,47.25,10.66,135827
20230530,002468.SZ,申通快递,仓储物流,浙江,28.91,14.92,15.31,212.37,60.93,76.61,30.48,1.99,0.09,5.40,1.86,20100908,43.30,2.83,22.25,24.91,4.88,1.49,51576
20230530,002469.SZ,三维化学,化工原料,山东,21.94,6.19,6.49,32.76,23.09,4.05,6.46,1.00,0.07,4.07,1.51,20100908,12.00,1.85,-14.65,-27.97,18.89,7.76,51295
20230530,002470.SZ,ST金正,农药化肥,山东,0.00,31.65,32.86,133.31,61.41,45.78,18.37,0.56,-0.01,0.90,1.89,20100908,-24.69,-0.75,-5.31,-54.48,7.61,-1.43,52384
20230530,002471.SZ,中超控股,电气设备,江苏,0.00,12.66,12.68,56.39,43.14,4.36,0.00,0.00,-0.04,1.05,2.39,20100910,0.28,0.02,-2.95,-51.54,8.02,-4.25,88237
20230530,002472.SZ,双环传动,汽车配件,浙江,29.95,7.55,8.50,126.80,52.94,51.22,40.67,4.78,0.20,8.15,2.96,20100910,20.89,2.46,8.25,44.13,20.77,9.81,39897
20230530,002474.SZ,榕基软件,软件服务,福建,0.00,5.04,6.22,27.33,14.45,1.70,3.62,0.58,-0.04,2.57,3.03,20100915,4.72,0.76,-62.33,-334.93,38.52,-54.93,98573
20230530,002475.SZ,立讯精密,元器件,深圳,24.43,71.19,71.30,1464.57,852.96,435.67,38.81,0.54,0.25,6.58,4.20,20100915,343.06,4.81,20.05,11.90,10.03,4.20,394954
20230530,002476.SZ,宝莫股份,化工原料,山东,0.00,6.12,6.12,9.49,6.76,1.74,1.75,0.29,-0.01,1.42,3.24,20100915,0.25,0.04,-33.17,-139.74,16.39,-3.99,45156
20230530,002478.SZ,常宝股份,钢加工,江苏,7.68,6.59,8.90,77.76,53.43,19.48,11.43,1.28,0.22,5.34,1.28,20100921,22.40,2.52,68.15,410.18,18.93,11.05,23913
20230530,002479.SZ,富春环保,环境保护,浙江,63.23,8.61,8.65,87.17,26.71,35.07,15.50,1.79,0.02,4.64,1.05,20100921,13.13,1.52,-9.55,-17.94,13.85,3.20,44599
20230530,002480.SZ,新筑股份,机械基件,四川,0.00,7.67,7.69,122.58,43.18,51.13,17.10,2.22,-0.10,2.19,2.16,20100921,-8.47,-1.10,28.12,-35.37,38.39,-17.35,37699
20230530,002481.SZ,双塔食品,食品,山东,0.00,11.00,12.34,35.77,12.62,17.77,4.53,0.37,-0.05,1.86,2.48,20100921,9.09,0.74,16.63,-217.73,-4.91,-11.65,61488
20230530,002482.SZ,*ST广田,装修装饰,深圳,0.00,15.29,15.37,100.72,73.70,8.56,23.34,1.52,-0.09,-3.21,-0.46,20100929,-90.99,-5.92,-83.62,-85.79,7.88,-95.61,26837
20230530,002483.SZ,润邦股份,工程机械,江苏,30.72,8.85,9.42,118.65,84.48,20.83,24.56,2.61,0.04,4.57,1.20,20100929,7.70,0.82,28.92,-14.40,18.41,5.08,32888
20230530,002484.SZ,江海股份,元器件,江苏,26.58,7.92,8.42,68.28,41.51,17.00,16.34,1.94,0.18,6.04,3.23,20100929,22.52,2.67,20.49,31.35,25.79,13.06,18535
20230530,002485.SZ,*ST雪发,商贸代理,山东,8.68,5.44,5.44,26.18,10.08,1.46,10.57,1.94,0.11,2.66,1.45,20101015,-2.60,-0.48,-6.09,2689.52,-2.95,32.05,7508
20230530,002486.SZ,嘉麟杰,服饰,上海,124.35,8.32,8.32,12.62,7.63,2.59,0.02,0.00,0.01,1.23,2.51,20101015,2.16,0.26,-21.01,138.88,25.20,2.40,61213
20230530,002487.SZ,大金重工,电气设备,辽宁,71.92,5.47,6.38,102.17,76.17,10.28,38.07,5.97,0.12,10.32,3.27,20101015,20.48,3.21,-8.44,19.97,19.00,8.74,101442
20230530,002488.SZ,金固股份,汽车配件,浙江,0.00,9.11,10.02,81.25,33.22,10.35,29.42,2.94,-0.02,4.03,1.61,20101021,0.88,0.09,14.45,-138.63,8.37,-2.31,42249
20230530,002489.SZ,浙江永强,家居用品,浙江,5.20,18.81,21.76,92.70,67.53,7.56,2.61,0.12,0.19,1.91,2.03,20101021,13.24,0.61,-22.70,195.81,28.99,16.60,94509
20230530,002490.SZ,山东墨龙,化工机械,山东,0.00,5.42,7.98,39.78,16.35,19.54,8.64,1.08,-0.11,1.13,3.73,20101021,-9.46,-1.19,-27.25,-29.40,5.84,-21.88,40510
20230530,002491.SZ,通鼎互联,通信设备,江苏,16.87,11.76,12.30,61.27,40.48,6.56,11.67,0.95,0.10,1.91,3.43,20101021,-2.22,-0.18,7.18,94.50,24.18,16.12,77128
20230530,002492.SZ,恒基达鑫,仓储物流,广东,22.88,3.98,4.05,20.50,9.80,6.60,4.20,1.04,0.06,4.09,1.42,20101102,7.11,1.76,8.86,15.12,46.81,26.40,21444
20230530,002493.SZ,荣盛石化,化纤,浙江,0.00,94.98,101.26,3629.18,946.43,2189.03,108.23,1.07,-0.15,4.52,2.61,20101102,277.97,2.75,1.63,-147.11,4.35,-4.10,173536
20230530,002494.SZ,华斯股份,服饰,河北,0.00,2.87,3.77,17.14,6.18,2.89,12.08,3.20,-0.01,3.29,1.36,20101102,-3.97,-1.05,36.71,-32.12,27.52,-7.40,33000
20230530,002495.SZ,佳隆股份,食品,广东,0.00,7.14,9.36,12.10,3.56,4.94,0.55,0.06,-0.00,1.24,1.99,20101102,1.13,0.12,23.85,29.00,20.20,-2.27,45339
20230530,002496.SZ,辉丰股份,农药化肥,江苏,80.58,11.41,15.08,33.27,5.84,4.96,7.13,0.47,0.01,1.31,1.75,20101109,-3.94,-0.26,-2.33,-46.33,32.49,14.28,40265
20230530,002497.SZ,雅化集团,小金属,四川,8.81,10.56,11.53,151.98,106.21,17.85,27.27,2.37,0.51,9.95,1.82,20101109,74.27,6.44,14.21,-41.99,28.82,19.81,163000
20230530,002498.SZ,汉缆股份,电气设备,山东,19.37,33.27,33.27,98.71,72.61,5.98,1.90,0.06,0.05,2.17,1.88,20101109,31.13,0.94,-8.63,29.65,24.90,10.93,114367
20230530,002500.SZ,山西证券,证券,山西,20.85,35.90,35.90,855.72,0.00,3.69,97.23,2.71,0.07,4.91,1.18,20101115,20.03,0.56,140.67,285.14,27.42,21.15,124086
20230530,002501.SZ,利源股份,铝,吉林,0.00,35.41,35.50,18.97,6.27,11.50,45.77,1.29,-0.01,0.34,4.71,20101117,-72.36,-2.04,11.32,45.67,-12.87,-31.94,57556
20230530,002502.SZ,ST鼎龙,互联网,广东,0.00,8.33,9.20,23.22,6.38,3.10,17.18,1.87,-0.01,1.17,1.45,20101117,-14.62,-1.59,20.48,63.59,28.78,-9.70,36119
20230530,002503.SZ,*ST搜特,服饰,广东,0.00,26.46,30.52,39.24,17.72,6.92,7.44,0.24,-0.04,-0.59,-0.71,20101117,-57.08,-1.87,-84.94,2.83,1.94,-158.38,129193
20230530,002504.SZ,*ST弘高,装修装饰,北京,0.00,4.14,10.26,15.35,14.40,0.02,1.86,0.18,-0.01,-0.32,-1.90,20101118,-6.17,-0.60,-19.87,-84.16,7.88,-52.11,26697
20230530,002505.SZ,鹏都农牧,商贸代理,湖南,0.00,63.74,63.74,205.99,139.67,24.93,2.21,0.03,-0.01,0.82,2.29,20101118,-6.05,-0.09,-4.79,-216.71,9.83,-0.60,103405
20230530,002506.SZ,协鑫集成,电气设备,上海,158.34,58.50,58.50,109.87,68.17,18.10,43.97,0.75,0.01,0.39,7.53,20101118,-80.44,-1.37,20.17,24.62,10.67,1.74,217610
20230530,002507.SZ,涪陵榨菜,食品,重庆,20.17,8.78,8.88,87.27,68.77,11.29,32.03,3.61,0.29,9.03,2.63,20101123,35.80,4.03,10.41,22.02,56.28,34.38,106421
20230530,002508.SZ,老板电器,家用电器,浙江,14.51,9.37,9.49,148.86,120.43,16.42,4.12,0.43,0.41,10.67,2.23,20101123,85.88,9.05,4.37,5.72,54.79,17.77,53121
20230530,002510.SZ,天汽模,汽车配件,天津,301.44,9.31,9.42,60.99,39.65,6.68,8.18,0.87,0.00,2.09,1.85,20101125,0.57,0.06,52.79,-91.30,11.24,0.39,65680
20230530,002511.SZ,中顺洁柔,造纸,广东,44.02,12.96,13.35,86.34,50.35,29.25,10.75,0.81,0.07,3.95,2.99,20101125,35.38,2.65,9.35,-32.93,27.46,4.33,117225
20230530,002512.SZ,达华智能,元器件,福建,248.82,10.48,11.47,45.00,9.15,4.13,14.81,1.29,0.00,0.66,6.06,20101203,-17.37,-1.51,98.08,112.02,11.93,0.12,76655
20230530,002513.SZ,蓝丰生化,农药化肥,江苏,0.00,3.15,3.74,16.07,5.07,8.31,19.08,5.10,-0.04,0.94,4.99,20101203,-18.82,-5.03,-13.04,-1771.58,3.66,-3.88,18285
20230530,002514.SZ,宝馨科技,机械基件,江苏,151.64,5.54,7.20,25.78,10.72,5.06,5.87,0.82,0.01,1.60,5.38,20101203,-1.83,-0.25,21.98,83.25,24.89,3.88,96309
20230530,002515.SZ,金字火腿,食品,浙江,53.48,8.71,9.78,15.95,10.61,2.36,1.57,0.16,0.02,1.58,2.89,20101203,3.66,0.37,-12.58,-5.77,30.13,17.26,49984
20230530,002516.SZ,旷达科技,汽车配件,江苏,51.82,9.53,14.71,43.38,22.14,12.07,12.54,0.85,0.02,2.56,1.82,20101207,9.31,0.63,-27.41,-36.56,25.12,10.20,47801
20230530,002517.SZ,恺英网络,互联网,福建,32.03,19.07,21.53,61.95,43.92,0.21,7.77,0.36,0.14,2.22,7.76,20101207,23.57,1.09,-7.20,16.72,83.81,38.35,58803
20230530,002518.SZ,科士达,电气设备,深圳,24.09,5.65,5.82,70.40,49.35,10.06,5.03,0.86,0.40,6.49,5.95,20101207,24.33,4.18,150.23,330.38,32.03,17.36,74000
20230530,002519.SZ,银河电子,通信设备,江苏,27.63,11.16,11.26,36.88,27.14,6.20,18.11,1.61,0.06,2.80,2.20,20101207,1.98,0.18,17.01,33.53,45.85,19.75,47724
20230530,002520.SZ,日发精机,机床制造,浙江,0.00,6.25,8.00,54.26,24.07,20.57,25.58,3.20,-0.04,2.93,1.98,20101210,-11.39,-1.42,-30.10,-263.42,9.68,-8.89,63576
20230530,002521.SZ,齐峰新材,造纸,山东,0.00,4.03,4.95,48.13,30.21,12.39,18.62,3.76,-0.00,7.16,0.82,20101210,10.28,2.08,-5.02,-108.91,6.01,-0.20,26457
20230530,002522.SZ,浙江众成,塑料,浙江,50.01,8.57,9.06,35.33,14.97,13.52,6.30,0.70,0.03,2.41,2.15,20101210,4.80,0.53,-12.95,-53.99,17.63,4.62,37690
20230530,002523.SZ,天桥起重,工程机械,湖南,209.12,13.98,14.17,40.85,29.86,3.84,0.61,0.04,0.00,1.62,1.75,20101210,6.03,0.43,-2.46,-34.72,23.73,0.84,44204
20230530,002524.SZ,光正眼科,医疗保健,新疆,0.00,5.09,5.15,15.44,2.84,1.40,0.94,0.18,-0.02,0.52,12.54,20101217,-3.16,-0.61,16.23,78.24,34.76,-3.38,56600
20230530,002526.SZ,山东矿机,工程机械,山东,23.48,17.61,17.83,43.66,31.07,4.28,3.80,0.21,0.03,1.64,1.44,20101217,7.10,0.40,-9.11,14.87,24.40,8.69,76160
20230530,002527.SZ,新时达,电器仪表,上海,10.26,5.24,6.63,61.58,48.15,5.27,14.86,2.24,0.20,3.06,2.63,20101224,-2.03,-0.31,11.43,751.69,17.82,14.25,48842
20230530,002528.SZ,英飞拓,IT设备,深圳,0.00,10.46,11.99,43.20,34.00,0.77,22.99,1.92,-0.04,1.00,8.17,20101224,-23.96,-2.00,-7.49,45.19,17.03,-14.34,166853
20230530,002529.SZ,海源复材,专用机械,江西,0.00,2.60,2.60,13.19,5.10,4.01,11.63,4.47,-0.07,2.22,6.98,20101224,-8.90,-3.42,-29.25,-1225.22,0.33,-26.57,35923
20230530,002530.SZ,金财互联,专用机械,江苏,0.00,6.60,7.79,26.50,14.46,7.31,25.86,3.32,-0.01,1.75,4.54,20101231,-19.63,-2.52,22.85,77.54,25.84,-2.13,56194
20230530,002531.SZ,天顺风能,电气设备,江苏,35.70,17.81,18.03,205.12,87.92,71.49,16.78,0.93,0.11,4.58,3.42,20101231,43.75,2.43,87.17,506.88,26.23,14.63,82574
20230530,002532.SZ,天山铝业,铝,浙江,14.84,23.10,46.52,559.82,239.27,271.09,88.71,1.91,0.11,5.02,1.28,20101231,92.44,1.99,-24.96,-54.57,12.49,7.28,76551
20230530,002533.SZ,金杯电工,电气设备,湖南,12.62,6.27,7.34,77.69,52.92,13.90,13.94,1.90,0.16,5.10,1.55,20101231,13.44,1.83,8.45,54.19,11.61,4.39,56236
20230530,002534.SZ,西子洁能,专用机械,浙江,132.10,7.29,7.39,161.05,109.37,13.81,7.43,1.01,0.03,4.87,3.60,20110110,18.50,2.50,16.19,-38.88,16.37,2.21,36933
20230530,002535.SZ,ST林重,工程机械,河南,23.08,5.71,8.02,42.18,17.59,13.87,17.84,2.23,0.03,0.55,5.48,20110111,-22.42,-2.80,63.29,1802.06,26.81,7.78,32151
20230530,002536.SZ,飞龙股份,汽车配件,河南,19.73,4.71,5.01,42.82,23.01,15.80,9.32,1.86,0.14,4.73,2.26,20110111,8.29,1.66,16.49,678.11,22.30,7.01,34000
20230530,002537.SZ,海联金汇,汽车配件,山东,65.20,11.74,11.74,82.31,59.41,10.66,40.86,3.48,0.03,3.78,1.89,20110110,-9.57,-0.82,14.88,-28.59,8.95,1.44,111906
20230530,002538.SZ,司尔特,农药化肥,安徽,15.71,8.34,8.54,69.12,26.41,16.62,20.77,2.43,0.11,6.37,1.06,20110118,21.96,2.57,-38.37,-40.69,22.65,10.36,48796
20230530,002539.SZ,云图控股,农药化肥,四川,7.63,6.88,12.08,188.89,89.39,47.61,29.71,2.46,0.29,6.68,1.34,20110118,36.18,3.00,2.89,-23.96,12.45,6.24,76118
20230530,002540.SZ,亚太科技,铝,江苏,16.35,8.75,12.50,75.50,51.44,16.14,18.77,1.50,0.08,4.47,1.22,20110118,22.92,1.83,-3.67,25.21,14.67,6.99,57063
20230530,002541.SZ,鸿路钢构,钢加工,安徽,24.40,4.96,6.90,221.92,140.95,57.88,22.79,3.30,0.29,11.84,2.40,20110118,49.99,7.24,42.60,20.19,9.25,4.00,14054
20230530,002542.SZ,中化岩土,建筑工程,北京,0.00,15.91,18.06,80.87,58.59,8.54,7.77,0.43,-0.02,1.53,1.85,20110128,1.47,0.08,-25.86,-125.35,12.15,-11.76,70195
20230530,002543.SZ,万和电气,家用电器,广东,13.06,6.21,7.44,70.42,39.74,8.82,9.04,1.22,0.17,5.97,1.45,20110128,25.87,3.48,-27.80,-22.40,30.02,7.69,34401
20230530,002544.SZ,普天科技,通信设备,广东,162.79,6.67,6.83,99.11,87.93,5.89,19.57,2.87,0.03,5.56,3.74,20110128,11.15,1.63,4.16,13.79,20.82,1.82,23073
20230530,002545.SZ,东方铁塔,农药化肥,山东,14.01,11.30,12.44,129.54,47.36,20.73,46.11,3.71,0.14,6.91,1.10,20110211,25.01,2.01,-17.97,-15.77,36.67,21.47,33039
20230530,002546.SZ,新联电子,电气设备,江苏,15.63,7.85,8.34,36.48,30.59,1.27,12.27,1.47,0.10,3.93,1.61,20110211,10.21,1.22,20.29,1130.67,33.99,74.27,72200
20230530,002547.SZ,春兴精工,通信设备,江苏,0.00,11.04,11.28,55.34,27.42,13.79,14.34,1.27,-0.01,0.43,10.22,20110218,-21.19,-1.88,-12.92,-142.44,19.24,-1.88,139609
20230530,002548.SZ,金新农,饲料,深圳,0.00,6.65,8.06,67.78,21.93,22.37,19.75,2.45,-0.12,2.47,2.12,20110218,-8.47,-1.05,1.84,34.38,3.72,-8.94,58723
20230530,002549.SZ,凯美特气,环境保护,湖南,0.00,6.21,6.43,23.18,13.02,6.78,1.82,0.28,-0.01,1.95,5.91,20110218,4.72,0.73,-30.77,-115.86,23.45,-6.48,48706
20230530,002550.SZ,千红制药,生物制药,江苏,20.77,9.22,12.80,30.66,19.10,5.48,0.36,0.03,0.07,1.98,2.82,20110218,9.46,0.74,10.14,-32.98,39.25,13.74,100348
20230530,002551.SZ,尚荣医疗,医疗保健,深圳,123.44,6.10,8.45,41.86,19.31,3.32,14.16,1.68,0.01,3.28,1.25,20110225,5.86,0.69,-36.08,-32.73,19.34,2.51,79173
20230530,002552.SZ,宝鼎科技,元器件,浙江,0.00,2.13,4.36,51.93,28.99,13.70,17.63,4.05,-0.06,4.81,3.74,20110225,-1.27,-0.29,601.32,-1814.20,6.91,-5.42,13988
20230530,002553.SZ,南方精工,汽车配件,江苏,0.00,2.34,3.48,13.73,7.00,1.92,0.57,0.16,-0.08,3.33,3.27,20110225,6.25,1.80,-0.36,-273.61,30.05,-22.26,53115
20230530,002554.SZ,惠博普,石油开采,湖南,103.21,8.69,13.47,52.63,34.22,4.44,8.15,0.61,0.01,1.86,2.02,20110225,2.63,0.20,46.46,8.78,25.98,2.51,54260
20230530,002555.SZ,三七互娱,互联网,安徽,22.46,16.36,22.18,190.28,123.13,8.40,28.15,1.27,0.35,5.85,5.36,20110302,75.33,3.40,-7.94,1.92,78.24,20.33,87959
20230530,002556.SZ,辉隆股份,农药化肥,安徽,12.24,9.43,9.54,122.62,68.42,23.34,14.79,1.55,0.16,4.40,1.83,20110302,17.33,1.82,2.04,-24.87,7.21,3.87,39834
20230530,002557.SZ,洽洽食品,食品,安徽,30.10,5.07,5.07,82.68,59.95,13.50,15.47,3.05,0.36,10.65,3.97,20110302,30.41,6.00,-6.73,-14.35,28.52,13.33,26936
20230530,002558.SZ,巨人网络,互联网,重庆,41.24,20.05,20.05,133.48,23.04,2.41,64.92,3.24,0.13,5.95,3.39,20110302,61.63,3.07,-12.55,-9.67,86.55,48.49,65278
20230530,002559.SZ,亚威股份,机床制造,江苏,24.21,4.84,5.55,42.44,29.74,4.55,6.21,1.12,0.09,3.21,2.72,20110303,4.95,0.89,-1.40,20.24,24.17,8.23,49991
20230530,002560.SZ,通达股份,电气设备,河南,30.36,4.53,5.29,52.41,39.41,7.69,13.26,2.51,0.07,4.80,1.66,20110303,6.28,1.19,17.31,188.57,8.97,3.08,67898
20230530,002561.SZ,徐家汇,百货,上海,44.81,4.12,4.16,28.07,18.38,4.85,5.24,1.26,0.05,5.41,1.59,20110303,11.01,2.65,0.58,-5.30,56.34,15.16,61839
20230530,002562.SZ,兄弟科技,化学制药,浙江,103.38,7.00,10.63,56.12,19.44,30.13,13.33,1.25,0.01,3.09,1.35,20110310,8.92,0.84,-23.14,-89.60,14.88,1.59,56110
20230530,002563.SZ,森马服饰,服饰,浙江,13.17,18.77,26.94,175.75,131.03,17.78,28.13,1.04,0.12,4.16,1.46,20110311,43.21,1.60,-9.29,48.85,44.34,10.35,42548
20230530,002564.SZ,天沃科技,建筑工程,江苏,0.00,8.58,8.59,286.38,222.90,11.87,21.96,2.56,-0.23,0.05,75.00,20110310,-15.25,-1.78,-40.26,-65.99,22.38,-7.81,65627
20230530,002565.SZ,顺灏股份,造纸,上海,111.09,10.56,10.60,26.86,14.04,5.72,4.95,0.47,0.01,1.77,1.97,20110318,1.95,0.18,-21.95,317.64,22.87,2.28,63716
20230530,002566.SZ,益盛药业,中成药,吉林,24.88,2.31,3.31,30.13,23.59,5.01,8.35,2.52,0.09,6.60,1.31,20110318,8.86,2.68,11.28,5.41,71.86,12.51,28387
20230530,002567.SZ,唐人神,饲料,湖南,0.00,12.11,13.88,183.10,66.99,84.49,48.15,3.47,-0.25,4.70,1.40,20110325,-0.49,-0.04,32.93,-128.00,2.13,-5.52,70830
20230530,002568.SZ,百润股份,红黄酒,上海,49.10,7.17,10.50,68.57,35.91,21.82,17.49,1.67,0.18,3.60,9.76,20110325,9.94,0.95,41.11,104.73,65.45,24.63,27643
20230530,002569.SZ,ST步森,服饰,浙江,0.00,1.40,1.44,2.98,1.68,0.24,3.48,2.41,-0.01,1.09,4.76,20110412,-3.43,-2.38,-15.69,79.78,34.94,-4.06,4838
20230530,002570.SZ,贝因美,乳制品,浙江,90.81,10.80,10.80,38.98,20.93,8.58,14.47,1.34,0.01,1.43,2.89,20110412,-11.04,-1.02,3.04,-39.13,43.27,1.93,75946
20230530,002571.SZ,德力股份,家居用品,安徽,0.00,2.98,3.92,27.31,9.12,8.43,9.06,2.31,-0.10,3.25,1.76,20110412,-0.60,-0.15,21.16,-1695.09,11.61,-17.74,22225
20230530,002572.SZ,索菲亚,家居用品,广东,35.35,6.39,9.12,126.12,52.52,35.57,9.68,1.06,0.12,6.45,2.51,20110412,35.82,3.93,-9.70,-8.86,33.25,5.77,35055
20230530,002573.SZ,清新环境,环境保护,北京,17.76,10.79,14.34,237.61,102.22,43.41,14.83,1.03,0.08,4.55,1.28,20110422,33.47,2.33,13.00,1.15,19.55,7.18,55514
20230530,002574.SZ,明牌珠宝,服饰,浙江,17.02,5.28,5.28,46.74,38.52,1.58,16.51,3.13,0.09,5.64,1.05,20110422,6.76,1.28,4.64,28.17,10.83,3.73,25200
20230530,002575.SZ,群兴玩具,文教休闲,广东,240.34,5.89,6.19,8.23,3.40,0.00,2.35,0.38,0.01,1.29,4.06,20110422,1.10,0.18,44.35,94.24,56.05,40.14,19553
20230530,002576.SZ,通达动力,电气设备,江苏,26.51,1.62,1.65,17.91,14.58,2.34,5.47,3.31,0.15,6.93,2.36,20110428,3.98,2.41,12.23,151.82,15.38,5.06,34833
20230530,002577.SZ,雷柏科技,IT设备,深圳,256.68,2.83,2.83,12.21,10.20,0.03,9.58,3.39,0.02,4.02,4.03,20110428,-1.27,-0.45,-0.12,-60.31,27.18,4.44,27011
20230530,002578.SZ,闽发铝业,铝,福建,87.83,8.61,9.39,20.98,13.82,5.16,0.96,0.10,0.01,1.63,2.23,20110428,4.28,0.46,35.59,-39.57,6.00,1.75,42947
20230530,002579.SZ,中京电子,元器件,广东,0.00,5.82,6.13,65.74,21.06,28.85,16.67,2.72,-0.10,4.29,2.28,20110506,2.90,0.47,-16.04,-1148.92,8.52,-10.21,89149
20230530,002580.SZ,圣阳股份,电气设备,山东,22.86,3.14,4.54,30.95,20.39,4.07,8.94,1.97,0.10,4.20,2.19,20110506,5.15,1.13,39.99,111.82,18.44,7.72,59975
20230530,002581.SZ,未名医药,生物制药,山东,0.00,4.01,6.60,27.65,4.06,5.97,8.58,1.30,-0.03,3.57,5.25,20110520,11.13,1.69,-13.49,-1272.28,80.71,-28.28,46390
20230530,002582.SZ,好想你,食品,河南,67.28,3.40,4.43,51.70,26.49,9.55,15.28,3.45,0.03,9.54,0.78,20110520,19.39,4.37,11.38,43.22,26.71,2.74,49647
20230530,002583.SZ,海能达,通信设备,深圳,0.00,12.18,18.16,116.47,65.59,10.42,28.34,1.56,-0.03,3.37,1.72,20110527,12.58,0.69,-18.21,23.36,49.14,-7.15,67239
20230530,002584.SZ,西陇科学,化工原料,广东,79.33,4.06,5.85,50.57,37.08,4.85,6.82,1.17,0.02,3.96,1.37,20110602,8.98,1.53,41.37,-87.27,5.99,0.53,68218
20230530,002585.SZ,双星新材,塑料,江苏,1173.01,8.83,11.56,123.53,50.86,45.11,52.30,4.52,0.00,8.41,1.19,20110602,30.32,2.62,-26.19,-99.31,3.74,0.19,83000
20230530,002586.SZ,*ST围海,建筑工程,浙江,0.00,8.94,11.44,79.78,37.38,3.05,42.59,3.72,-0.01,3.32,0.77,20110602,-17.57,-1.54,22.76,34.55,-2.98,-6.59,11646
20230530,002587.SZ,奥拓电子,元器件,深圳,355.78,5.09,6.52,21.55,18.32,1.35,3.64,0.56,0.01,2.12,3.22,20110610,3.33,0.51,-15.41,143.32,46.75,1.46,53202
20230530,002588.SZ,史丹利,农药化肥,山东,8.26,7.20,11.57,104.66,56.99,20.64,2.96,0.26,0.19,4.89,1.25,20110610,37.32,3.23,8.49,43.27,15.71,7.15,55014
20230530,002589.SZ,瑞康医药,医药商业,山东,64.18,11.58,15.05,191.90,139.47,19.40,37.09,2.46,0.01,3.61,1.00,20110610,3.02,0.20,-49.36,-50.49,15.42,1.45,100246
20230530,002590.SZ,万安科技,汽车配件,浙江,994.94,4.56,4.80,47.12,28.47,10.22,7.95,1.66,0.00,4.09,2.15,20110610,5.89,1.23,14.69,143.67,14.71,-0.07,36216
20230530,002591.SZ,恒大高新,环境保护,江西,0.00,2.17,3.00,10.30,5.24,1.79,8.16,2.72,-0.01,2.37,2.76,20110621,-4.36,-1.45,-43.86,19.48,27.25,-3.99,38625
20230530,002592.SZ,ST八菱,汽车配件,广西,32.02,2.63,2.83,11.61,3.86,2.43,10.87,3.84,0.04,2.76,1.58,20111111,-6.00,-2.12,-38.24,125.74,22.99,9.85,17166
20230530,002593.SZ,日上集团,钢加工,福建,44.65,5.70,8.04,53.60,38.23,10.65,9.38,1.17,0.02,2.93,1.23,20110628,5.79,0.72,5.54,11.25,9.16,1.85,36796
20230530,002594.SZ,比亚迪,汽车整车,深圳,44.44,11.65,29.11,5471.03,2567.62,1477.38,620.49,21.31,1.42,39.70,6.35,20110630,450.73,15.48,79.83,410.89,17.86,3.64,419978
